compact_object_type,formation_channel,study_key,label,first_author,year,month,ads_url,arxiv_url,code,plotting_style,rate_Gpc3yr,rate_type,submodel,submodel string,notes,submodel change 1,submodel change 2,sfrd-1,sfrd-2,sfrd-3,sfrd-4,sigma_kick,sigma_stripped_SN,alpha_CE,beta_MT,gamma_AM,CE_pessimistic,CE_prescription,lambda_CE,RMP,PISN_prescription,MT_stability,Eddington_limited,f_WR,stellar_tracks,binding_energy
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,85.5984037594813,,B22-N-SFRD333,B22-N-SFRD333,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,93.8175276756534,,B22-O-SFRD333,B22-O-SFRD333,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,103.35997556791945,,B22-P-SFRD333,B22-P-SFRD333,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,111.76772131960071,,B22-Q-SFRD333,B22-Q-SFRD333,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,105.01884216575205,,B22-R-SFRD333,B22-R-SFRD333,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,165.24012550395832,,B22-S-SFRD333,B22-S-SFRD333,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,36.03308181952572,,B22-T-SFRD333,B22-T-SFRD333,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,43.022776513041364,,B22-A,B22-A,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,17.82799294265923,,B22-B,B22-B,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,10.110180473513235,,B22-C,B22-C,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,4.701608150401427,,B22-D,B22-D,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,8.199414629055067,,B22-E,B22-E,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,27.595239299335212,,B22-F,B22-F,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,3.304914305399178,,B22-G,B22-G,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,9.203985594452776,,B22-H,B22-H,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,51.68212331721496,,B22-I,B22-I,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,17.912141028549474,,B22-J,B22-J,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,53.29285852284133,,B22-K,B22-K,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,131.22647217548402,,B22-L,B22-L,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,39.20624626524179,,B22-M,B22-M,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,46.53685197228767,,B22-N,B22-N,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,43.776475073937476,,B22-O,B22-O,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,137.18767725120475,,B22-P,B22-P,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,282.54318976070715,,B22-Q,B22-Q,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,225.5014271714361,,B22-R,B22-R,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,64.001034507203,,B22-S,B22-S,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,5.700943695690053,,B22-T,B22-T,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,203.5685908738509,,B22-A-SFRD111,B22-A-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,97.97499734421,,B22-B-SFRD111,B22-B-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,64.42542734389957,,B22-C-SFRD111,B22-C-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,42.68748408893536,,B22-D-SFRD111,B22-D-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,47.92927060493837,,B22-E-SFRD111,B22-E-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,215.12063340927062,,B22-F-SFRD111,B22-F-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,11.762562899850217,,B22-G-SFRD111,B22-G-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,80.3365680059495,,B22-H-SFRD111,B22-H-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,245.84634008782658,,B22-I-SFRD111,B22-I-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,141.4894629864205,,B22-J-SFRD111,B22-J-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,272.59543647634996,,B22-K-SFRD111,B22-K-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,432.46585945333084,,B22-L-SFRD111,B22-L-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,163.77845916293703,,B22-M-SFRD111,B22-M-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,237.0196341342144,,B22-N-SFRD111,B22-N-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,207.29724904011013,,B22-O-SFRD111,B22-O-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,500.10335220082084,,B22-P-SFRD111,B22-P-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,829.6349352853581,,B22-Q-SFRD111,B22-Q-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,632.1759960265516,,B22-R-SFRD111,B22-R-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,198.7314991031644,,B22-S-SFRD111,B22-S-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,77.70895353168066,,B22-T-SFRD111,B22-T-SFRD111,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,40.31610524848879,,B22-A-SFRD112,B22-A-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,17.399453285617223,,B22-B-SFRD112,B22-B-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,10.396615360866221,,B22-C-SFRD112,B22-C-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,5.445862882865724,,B22-D-SFRD112,B22-D-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,8.318194284674059,,B22-E-SFRD112,B22-E-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,32.336182768952675,,B22-F-SFRD112,B22-F-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,2.974844095142351,,B22-G-SFRD112,B22-G-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,10.574634700212773,,B22-H-SFRD112,B22-H-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,49.954171812949646,,B22-I-SFRD112,B22-I-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,20.05980664598587,,B22-J-SFRD112,B22-J-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,51.835353737293616,,B22-K-SFRD112,B22-K-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,118.83548344724859,,B22-L-SFRD112,B22-L-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,35.60065738782312,,B22-M-SFRD112,B22-M-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,44.51969460753403,,B22-N-SFRD112,B22-N-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,41.07228595007072,,B22-O-SFRD112,B22-O-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,119.60257628236408,,B22-P-SFRD112,B22-P-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,229.65793514375503,,B22-Q-SFRD112,B22-Q-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,184.7196203471839,,B22-R-SFRD112,B22-R-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,56.533964784518226,,B22-S-SFRD112,B22-S-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,7.91928777806863,,B22-T-SFRD112,B22-T-SFRD112,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,73.8216319193147,,B22-A-SFRD113,B22-A-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,28.43969977650756,,B22-B-SFRD113,B22-B-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,15.21482029615508,,B22-C-SFRD113,B22-C-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,7.033815207825834,,B22-D-SFRD113,B22-D-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,14.305712440323276,,B22-E-SFRD113,B22-E-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,51.73997289043273,,B22-F-SFRD113,B22-F-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,4.991651652489544,,B22-G-SFRD113,B22-G-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,17.359194161286627,,B22-H-SFRD113,B22-H-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,79.69939176783443,,B22-I-SFRD113,B22-I-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,21.9580022853836,,B22-J-SFRD113,B22-J-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,94.15104238464272,,B22-K-SFRD113,B22-K-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,215.8472919231704,,B22-L-SFRD113,B22-L-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,65.99713802168993,,B22-M-SFRD113,B22-M-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,80.57546767859125,,B22-N-SFRD113,B22-N-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,75.2405507504325,,B22-O-SFRD113,B22-O-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,222.80972893990074,,B22-P-SFRD113,B22-P-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,445.5072365895987,,B22-Q-SFRD113,B22-Q-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,352.4266400692552,,B22-R-SFRD113,B22-R-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,101.13303617350165,,B22-S-SFRD113,B22-S-SFRD113,,,,,,,,,,,,,,,,,,,,,,
NS-BH,isolated-binary-evolution,Broekgaarden_COMPAS,"Broekgaarden et al. (2021, 2022)",Broekgaarden,2022,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,,COMPAS,range,8.165580467719035,,B22-T-SFRD113,B22-T-SFRD113,,,,,,,,,,,,,,,,,,,,,,
