compact_object_type,formation_channel,study_key,label,first_author,year,month,ads_url,arxiv_url,code,plotting_style,rate_Gpc3yr,rate_type,submodel,submodel string,notes,submodel change 1,submodel change 2,sfrd-1,sfrd-2,sfrd-3,sfrd-4,sigma_kick,sigma_stripped_SN,alpha_CE,beta_MT,gamma_AM,CE_pessimistic,CE_prescription,lambda_CE,RMP,PISN_prescription,MT_stability,Eddington_limited,f_WR,stellar_tracks,binding_energy
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,153.0,,S23-M20-PP04_Ma16,S23-M20-PP04_Ma16,"BPS variation: alpha=1->10.0, lambda=0->1; SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR)",CE efficiency & binding energy (alpha & lambda),star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,10.0,-1,,,,"variable (Claeys et al. 2014), with full ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,101.0,,S23-M20-M09,S23-M20-M09,"BPS variation: alpha=1->10.0, lambda=0->1; SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR)",CE efficiency & binding energy (alpha & lambda),star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,10.0,-1,,,,"variable (Claeys et al. 2014), with full ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,57.3,,S23-M20-KK04,S23-M20-KK04,"BPS variation: alpha=1->10.0, lambda=0->1; SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR)",CE efficiency & binding energy (alpha & lambda),star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,10.0,-1,,,,"variable (Claeys et al. 2014), with full ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,186.0,,S23-M20-PP04,S23-M20-PP04,"BPS variation: alpha=1->10.0, lambda=0->1; SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR)",CE efficiency & binding energy (alpha & lambda),star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,10.0,-1,,,,"variable (Claeys et al. 2014), with full ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,111.0,,S23-M20-T04,S23-M20-T04,"BPS variation: alpha=1->10.0, lambda=0->1; SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR)",CE efficiency & binding energy (alpha & lambda),star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,10.0,-1,,,,"variable (Claeys et al. 2014), with full ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,293.0,,S23-M21-KK04_Ma16,S23-M21-KK04_Ma16,BPS variation: CE merger without core-envelope boundary -> ce_mergeflag=0 (no merger); SFR/MZR model: KK04_Ma16 (Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default)),CE merger without core-envelope boundary,star formation history,KK04_Ma16,Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default),,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,465.0,,S23-M21-PP04_Ma16,S23-M21-PP04_Ma16,BPS variation: CE merger without core-envelope boundary -> ce_mergeflag=0 (no merger); SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR),CE merger without core-envelope boundary,star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,362.0,,S23-M21-M09,S23-M21-M09,BPS variation: CE merger without core-envelope boundary -> ce_mergeflag=0 (no merger); SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR),CE merger without core-envelope boundary,star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,342.0,,S23-M21-KK04,S23-M21-KK04,BPS variation: CE merger without core-envelope boundary -> ce_mergeflag=0 (no merger); SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR),CE merger without core-envelope boundary,star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,571.0,,S23-M21-PP04,S23-M21-PP04,BPS variation: CE merger without core-envelope boundary -> ce_mergeflag=0 (no merger); SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR),CE merger without core-envelope boundary,star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,367.0,,S23-M21-T04,S23-M21-T04,BPS variation: CE merger without core-envelope boundary -> ce_mergeflag=0 (no merger); SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR),CE merger without core-envelope boundary,star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,109.0,,S23-M22-KK04_Ma16,S23-M22-KK04_Ma16,"BPS variation: CE initial orbital energy -> ceflag=0 (core mass, Hurley et al. 2002 Eq. 70); SFR/MZR model: KK04_Ma16 (Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default))",CE initial orbital energy,star formation history,KK04_Ma16,Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default),,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,319.0,,S23-M22-PP04_Ma16,S23-M22-PP04_Ma16,"BPS variation: CE initial orbital energy -> ceflag=0 (core mass, Hurley et al. 2002 Eq. 70); SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR)",CE initial orbital energy,star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,192.0,,S23-M22-M09,S23-M22-M09,"BPS variation: CE initial orbital energy -> ceflag=0 (core mass, Hurley et al. 2002 Eq. 70); SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR)",CE initial orbital energy,star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,134.0,,S23-M22-KK04,S23-M22-KK04,"BPS variation: CE initial orbital energy -> ceflag=0 (core mass, Hurley et al. 2002 Eq. 70); SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR)",CE initial orbital energy,star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,457.0,,S23-M22-PP04,S23-M22-PP04,"BPS variation: CE initial orbital energy -> ceflag=0 (core mass, Hurley et al. 2002 Eq. 70); SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR)",CE initial orbital energy,star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,205.0,,S23-M22-T04,S23-M22-T04,"BPS variation: CE initial orbital energy -> ceflag=0 (core mass, Hurley et al. 2002 Eq. 70); SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR)",CE initial orbital energy,star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,83.3,,S23-M23-KK04_Ma16,S23-M23-KK04_Ma16,BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=0 (Hurley et al. 2002); SFR/MZR model: KK04_Ma16 (Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default)),CE onset critical mass ratio (q_crit),star formation history,KK04_Ma16,Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default),,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,qcflag=0 (Hurley et al. 2002),,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,261.0,,S23-M23-PP04_Ma16,S23-M23-PP04_Ma16,BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=0 (Hurley et al. 2002); SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR),CE onset critical mass ratio (q_crit),star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,qcflag=0 (Hurley et al. 2002),,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,170.0,,S23-M23-M09,S23-M23-M09,BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=0 (Hurley et al. 2002); SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR),CE onset critical mass ratio (q_crit),star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,qcflag=0 (Hurley et al. 2002),,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,101.0,,S23-M23-KK04,S23-M23-KK04,BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=0 (Hurley et al. 2002); SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR),CE onset critical mass ratio (q_crit),star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,qcflag=0 (Hurley et al. 2002),,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,310.0,,S23-M23-PP04,S23-M23-PP04,BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=0 (Hurley et al. 2002); SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR),CE onset critical mass ratio (q_crit),star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,qcflag=0 (Hurley et al. 2002),,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,152.0,,S23-M23-T04,S23-M23-T04,BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=0 (Hurley et al. 2002); SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR),CE onset critical mass ratio (q_crit),star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,qcflag=0 (Hurley et al. 2002),,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,79.1,,S23-M24-KK04_Ma16,S23-M24-KK04_Ma16,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002); SFR/MZR model: KK04_Ma16 (Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default))",CE onset critical mass ratio (q_crit),star formation history,KK04_Ma16,Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default),,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,245.0,,S23-M24-PP04_Ma16,S23-M24-PP04_Ma16,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002); SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,153.0,,S23-M24-M09,S23-M24-M09,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002); SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR)",CE onset critical mass ratio (q_crit),star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,104.0,,S23-M24-KK04,S23-M24-KK04,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002); SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,326.0,,S23-M24-PP04,S23-M24-PP04,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002); SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,154.0,,S23-M24-T04,S23-M24-T04,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002); SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=1 (Hjellming and Webbink 1987 for GB/AGB donors, else Hurley et al. 2002)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,104.0,,S23-M25-KK04_Ma16,S23-M25-KK04_Ma16,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014); SFR/MZR model: KK04_Ma16 (Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default))",CE onset critical mass ratio (q_crit),star formation history,KK04_Ma16,Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default),,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,299.0,,S23-M25-PP04_Ma16,S23-M25-PP04_Ma16,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014); SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,197.0,,S23-M25-M09,S23-M25-M09,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014); SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR)",CE onset critical mass ratio (q_crit),star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,127.0,,S23-M25-KK04,S23-M25-KK04,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014); SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,398.0,,S23-M25-PP04,S23-M25-PP04,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014); SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,191.0,,S23-M25-T04,S23-M25-T04,"BPS variation: CE onset critical mass ratio (q_crit) -> qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014); SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR)",CE onset critical mass ratio (q_crit),star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,"qcflag=3 (Hjellming and Webbink 1987 for GB/AGB donors, else Claeys et al. 2014)",,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,99.0,,S23-M26-KK04_Ma16,S23-M26-KK04_Ma16,BPS variation: Eddington-limit wind metallicity dependence (ML_edd) -> eddlimflag=1 (Giacobbo et al. 2018); SFR/MZR model: KK04_Ma16 (Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default)),Eddington-limit wind metallicity dependence (ML_edd),star formation history,KK04_Ma16,Ma et al. (2016) fit for Kobulnicky & Kewley (2004) MZR (paper default),,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,312.0,,S23-M26-PP04_Ma16,S23-M26-PP04_Ma16,BPS variation: Eddington-limit wind metallicity dependence (ML_edd) -> eddlimflag=1 (Giacobbo et al. 2018); SFR/MZR model: PP04_Ma16 (Ma et al. (2016) fit for Pettini & Pagel (2004) MZR),Eddington-limit wind metallicity dependence (ML_edd),star formation history,PP04_Ma16,Ma et al. (2016) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,205.0,,S23-M26-M09,S23-M26-M09,BPS variation: Eddington-limit wind metallicity dependence (ML_edd) -> eddlimflag=1 (Giacobbo et al. 2018); SFR/MZR model: M09 (Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR),Eddington-limit wind metallicity dependence (ML_edd),star formation history,M09,Chruslinska & Nelemans (2019) fit for Mannucci et al. (2009) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,130.0,,S23-M26-KK04,S23-M26-KK04,BPS variation: Eddington-limit wind metallicity dependence (ML_edd) -> eddlimflag=1 (Giacobbo et al. 2018); SFR/MZR model: KK04 (Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR),Eddington-limit wind metallicity dependence (ML_edd),star formation history,KK04,Chruslinska & Nelemans (2019) fit for Kobulnicky & Kewley (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,379.0,,S23-M26-PP04,S23-M26-PP04,BPS variation: Eddington-limit wind metallicity dependence (ML_edd) -> eddlimflag=1 (Giacobbo et al. 2018); SFR/MZR model: PP04 (Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR),Eddington-limit wind metallicity dependence (ML_edd),star formation history,PP04,Chruslinska & Nelemans (2019) fit for Pettini & Pagel (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
BH-BH,isolated-binary-evolution,Srinivasan_2023_COSMIC,Srinivasan et al. (2023),Srinivasan,2023,,,https://arxiv.org/abs/2303.04017,COSMIC,range,181.0,,S23-M26-T04,S23-M26-T04,BPS variation: Eddington-limit wind metallicity dependence (ML_edd) -> eddlimflag=1 (Giacobbo et al. 2018); SFR/MZR model: T04 (Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR),Eddington-limit wind metallicity dependence (ML_edd),star formation history,T04,Chruslinska & Nelemans (2019) fit for Tremonti et al. (2004) MZR,,,,,1,-1,,,,"variable (Claeys et al. 2014), without extra ionization",,,,,,SSE,
