study_key,label,code,from_submodel,to_submodel,parameter_family,parameter,travel_label,from_value,to_value,from_rate_Gpc3yr,to_rate_Gpc3yr,study_color_code,compact_object_type
Olejak_2021_Startrack,Olejak et al. (2021),Startrack,M380.B,M480.B,mass transfer stability,CE_criterion,M380.B to M480.B,standard RLOF,revised CE,61.7,88.4,,BH-BH
Olejak_2021_Startrack,Olejak et al. (2021),Startrack,M480.B,M481.B,mass transfer stability,MT_timescale_switch,M480.B to M481.B,no switch,switch added,88.4,17.9,,BH-BH
Olejak_2021_Startrack,Olejak et al. (2021),Startrack,M380.B,M480.B,mass transfer stability,CE_criterion,M380.B to M480.B,standard RLOF,revised CE,13.1,15.6,,NS-BH
Olejak_2021_Startrack,Olejak et al. (2021),Startrack,M480.B,M481.B,mass transfer stability,MT_timescale_switch,M480.B to M481.B,no switch,switch added,15.6,4.1,,NS-BH
Olejak_2021_Startrack,Olejak et al. (2021),Startrack,M380.B,M480.B,mass transfer stability,CE_criterion,M380.B to M480.B,standard RLOF,revised CE,148.0,148.0,,NS-NS
Olejak_2021_Startrack,Olejak et al. (2021),Startrack,M480.B,M481.B,mass transfer stability,MT_timescale_switch,M480.B to M481.B,no switch,switch added,148.0,322.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,2,remnant mass prescription,f_mix parameter,1 to 2,0.5,1.0,50.0,43.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,3,remnant mass prescription,f_mix parameter,2 to 3,1.0,4.0,43.0,46.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,4,5,remnant mass prescription,f_mix parameter,4 to 5,0.5,1.0,61.0,52.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,5,6,remnant mass prescription,f_mix parameter,5 to 6,1.0,4.0,52.0,58.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,7,8,remnant mass prescription,f_mix parameter,7 to 8,0.5,1.0,68.0,75.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,8,9,remnant mass prescription,f_mix parameter,8 to 9,1.0,4.0,75.0,87.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,10,11,remnant mass prescription,f_mix parameter,10 to 11,0.5,1.0,80.0,86.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,11,12,remnant mass prescription,f_mix parameter,11 to 12,1.0,4.0,86.0,102.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,4,remnant mass prescription,PSN limit mass,1 to 4,Revised,Strong,50.0,61.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,5,remnant mass prescription,PSN limit mass,2 to 5,Revised,Strong,43.0,52.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,3,6,remnant mass prescription,PSN limit mass,3 to 6,Revised,Strong,46.0,58.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,7,10,remnant mass prescription,PSN limit mass,7 to 10,Revised,Strong,68.0,80.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,8,11,remnant mass prescription,PSN limit mass,8 to 11,Revised,Strong,75.0,86.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,9,12,remnant mass prescription,PSN limit mass,9 to 12,Revised,Strong,87.0,102.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,7,other CE physics,CE treatment,1 to 7,Standard,Revised,50.0,68.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,8,other CE physics,CE treatment,2 to 8,Standard,Revised,43.0,75.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,3,9,other CE physics,CE treatment,3 to 9,Standard,Revised,46.0,87.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,4,10,other CE physics,CE treatment,4 to 10,Standard,Revised,61.0,80.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,5,11,other CE physics,CE treatment,5 to 11,Standard,Revised,52.0,86.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,6,12,other CE physics,CE treatment,6 to 12,Standard,Revised,58.0,102.0,,BH-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,2,remnant mass prescription,f_mix parameter,1 to 2,0.5,1.0,10.0,21.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,3,remnant mass prescription,f_mix parameter,2 to 3,1.0,4.0,21.0,23.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,4,5,remnant mass prescription,f_mix parameter,4 to 5,0.5,1.0,11.0,26.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,5,6,remnant mass prescription,f_mix parameter,5 to 6,1.0,4.0,26.0,27.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,7,8,remnant mass prescription,f_mix parameter,7 to 8,0.5,1.0,4.0,5.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,8,9,remnant mass prescription,f_mix parameter,8 to 9,1.0,4.0,5.0,6.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,10,11,remnant mass prescription,f_mix parameter,10 to 11,0.5,1.0,5.0,6.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,11,12,remnant mass prescription,f_mix parameter,11 to 12,1.0,4.0,6.0,7.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,4,remnant mass prescription,PSN limit mass,1 to 4,Revised,Strong,10.0,11.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,5,remnant mass prescription,PSN limit mass,2 to 5,Revised,Strong,21.0,26.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,3,6,remnant mass prescription,PSN limit mass,3 to 6,Revised,Strong,23.0,27.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,7,10,remnant mass prescription,PSN limit mass,7 to 10,Revised,Strong,4.0,5.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,8,11,remnant mass prescription,PSN limit mass,8 to 11,Revised,Strong,5.0,6.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,9,12,remnant mass prescription,PSN limit mass,9 to 12,Revised,Strong,6.0,7.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,7,other CE physics,CE treatment,1 to 7,Standard,Revised,10.0,4.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,8,other CE physics,CE treatment,2 to 8,Standard,Revised,21.0,5.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,3,9,other CE physics,CE treatment,3 to 9,Standard,Revised,23.0,6.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,4,10,other CE physics,CE treatment,4 to 10,Standard,Revised,11.0,5.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,5,11,other CE physics,CE treatment,5 to 11,Standard,Revised,26.0,6.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,6,12,other CE physics,CE treatment,6 to 12,Standard,Revised,27.0,7.0,,NS-BH
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,2,remnant mass prescription,f_mix parameter,1 to 2,0.5,1.0,129.0,119.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,3,remnant mass prescription,f_mix parameter,2 to 3,1.0,4.0,119.0,117.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,4,5,remnant mass prescription,f_mix parameter,4 to 5,0.5,1.0,155.0,134.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,5,6,remnant mass prescription,f_mix parameter,5 to 6,1.0,4.0,134.0,143.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,7,8,remnant mass prescription,f_mix parameter,7 to 8,0.5,1.0,124.0,116.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,8,9,remnant mass prescription,f_mix parameter,8 to 9,1.0,4.0,116.0,122.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,10,11,remnant mass prescription,f_mix parameter,10 to 11,0.5,1.0,154.0,138.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,11,12,remnant mass prescription,f_mix parameter,11 to 12,1.0,4.0,138.0,144.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,4,remnant mass prescription,PSN limit mass,1 to 4,Revised,Strong,129.0,155.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,5,remnant mass prescription,PSN limit mass,2 to 5,Revised,Strong,119.0,134.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,3,6,remnant mass prescription,PSN limit mass,3 to 6,Revised,Strong,117.0,143.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,7,10,remnant mass prescription,PSN limit mass,7 to 10,Revised,Strong,124.0,154.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,8,11,remnant mass prescription,PSN limit mass,8 to 11,Revised,Strong,116.0,138.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,9,12,remnant mass prescription,PSN limit mass,9 to 12,Revised,Strong,122.0,144.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,1,7,other CE physics,CE treatment,1 to 7,Standard,Revised,129.0,124.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,2,8,other CE physics,CE treatment,2 to 8,Standard,Revised,119.0,116.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,3,9,other CE physics,CE treatment,3 to 9,Standard,Revised,117.0,122.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,4,10,other CE physics,CE treatment,4 to 10,Standard,Revised,155.0,154.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,5,11,other CE physics,CE treatment,5 to 11,Standard,Revised,134.0,138.0,,NS-NS
Olejak_2022_Startrack,Olejak et al. (2022),Startrack,6,12,other CE physics,CE treatment,6 to 12,Standard,Revised,143.0,144.0,,NS-NS
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_fiducial,Neijssel_opt_preferred,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_fiducial to Neijssel_opt_preferred,pessimistic,optimistic,49,190.85,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_opt_Madau_Ma_Panter,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_Ma_Panter to Neijssel_opt_Madau_Ma_Panter,pessimistic,optimistic,63.07,291.23,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_opt_Madau_Ma_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_Ma_FurlSingle to Neijssel_opt_Madau_Ma_FurlSingle,pessimistic,optimistic,158.56,408.74,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_opt_Madau_Ma_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_Ma_FurlDouble to Neijssel_opt_Madau_Ma_FurlDouble,pessimistic,optimistic,174.71,431.55,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_opt_Madau_Langer_Panter,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_Langer_Panter to Neijssel_opt_Madau_Langer_Panter,pessimistic,optimistic,448.84,938.86,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_opt_Madau_Langer_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_Langer_FurlSingle to Neijssel_opt_Madau_Langer_FurlSingle,pessimistic,optimistic,563.44,1002.87,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlDouble,Neijssel_opt_Madau_Langer_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_Langer_FurlDouble to Neijssel_opt_Madau_Langer_FurlDouble,pessimistic,optimistic,589.13,1042.93,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_Panter,Neijssel_opt_Madau_LangerOff_Panter,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_LangerOff_Panter to Neijssel_opt_Madau_LangerOff_Panter,pessimistic,optimistic,59.17,190.7,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlSingle,Neijssel_opt_Madau_LangerOff_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_LangerOff_FurlSingle to Neijssel_opt_Madau_LangerOff_FurlSingle,pessimistic,optimistic,151.84,317.64,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlDouble,Neijssel_opt_Madau_LangerOff_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Madau_LangerOff_FurlDouble to Neijssel_opt_Madau_LangerOff_FurlDouble,pessimistic,optimistic,167.64,335.02,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_opt_Strolger_Ma_Panter,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_Ma_Panter to Neijssel_opt_Strolger_Ma_Panter,pessimistic,optimistic,101.98,361.59,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_opt_Strolger_Ma_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_Ma_FurlSingle to Neijssel_opt_Strolger_Ma_FurlSingle,pessimistic,optimistic,255.46,523.11,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlDouble,Neijssel_opt_Strolger_Ma_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_Ma_FurlDouble to Neijssel_opt_Strolger_Ma_FurlDouble,pessimistic,optimistic,271.91,547.87,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_Panter,Neijssel_opt_Strolger_Langer_Panter,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_Langer_Panter to Neijssel_opt_Strolger_Langer_Panter,pessimistic,optimistic,574.91,1061.19,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlSingle,Neijssel_opt_Strolger_Langer_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_Langer_FurlSingle to Neijssel_opt_Strolger_Langer_FurlSingle,pessimistic,optimistic,688.91,1118.71,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlDouble,Neijssel_opt_Strolger_Langer_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_Langer_FurlDouble to Neijssel_opt_Strolger_Langer_FurlDouble,pessimistic,optimistic,714.15,1157.22,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_Panter,Neijssel_opt_Strolger_LangerOff_Panter,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_LangerOff_Panter to Neijssel_opt_Strolger_LangerOff_Panter,pessimistic,optimistic,132.55,291.8,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_FurlSingle,Neijssel_opt_Strolger_LangerOff_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_LangerOff_FurlSingle to Neijssel_opt_Strolger_LangerOff_FurlSingle,pessimistic,optimistic,259.14,440.74,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_FurlDouble,Neijssel_opt_Strolger_LangerOff_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,Neijssel_pess_Strolger_LangerOff_FurlDouble to Neijssel_opt_Strolger_LangerOff_FurlDouble,pessimistic,optimistic,276.57,460.27,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Strolger_Ma_Panter,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_Panter to Neijssel_pess_Strolger_Ma_Panter,Madau SFR,Strolger (2004) SFR,63.07,101.98,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Strolger_Ma_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_FurlSingle to Neijssel_pess_Strolger_Ma_FurlSingle,Madau SFR,Strolger (2004) SFR,158.56,255.46,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_pess_Strolger_Ma_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_FurlDouble to Neijssel_pess_Strolger_Ma_FurlDouble,Madau SFR,Strolger (2004) SFR,174.71,271.91,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_pess_Strolger_Langer_Panter,star formation history,SFRD_model,Neijssel_pess_Madau_Langer_Panter to Neijssel_pess_Strolger_Langer_Panter,Madau SFR,Strolger (2004) SFR,448.84,574.91,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_pess_Strolger_Langer_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_Langer_FurlSingle to Neijssel_pess_Strolger_Langer_FurlSingle,Madau SFR,Strolger (2004) SFR,563.44,688.91,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlDouble,Neijssel_pess_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_Langer_FurlDouble to Neijssel_pess_Strolger_Langer_FurlDouble,Madau SFR,Strolger (2004) SFR,589.13,714.15,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_Panter,Neijssel_pess_Strolger_LangerOff_Panter,star formation history,SFRD_model,Neijssel_pess_Madau_LangerOff_Panter to Neijssel_pess_Strolger_LangerOff_Panter,Madau SFR,Strolger (2004) SFR,59.17,132.55,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_LangerOff_FurlSingle to Neijssel_pess_Strolger_LangerOff_FurlSingle,Madau SFR,Strolger (2004) SFR,151.84,259.14,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlDouble,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_LangerOff_FurlDouble to Neijssel_pess_Strolger_LangerOff_FurlDouble,Madau SFR,Strolger (2004) SFR,167.64,276.57,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_Langer_Panter,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_Panter to Neijssel_pess_Madau_Langer_Panter,Ma (2004) MZ,Langer (2006) MZ,63.07,448.84,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_LangerOff_Panter,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_Panter to Neijssel_pess_Madau_LangerOff_Panter,Ma (2004) MZ,Langer (2006) + offset MZ,63.07,59.17,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_pess_Madau_LangerOff_Panter,star formation history,SFRD_model,Neijssel_pess_Madau_Langer_Panter to Neijssel_pess_Madau_LangerOff_Panter,Langer (2006) MZ,Langer (2006) + offset MZ,448.84,59.17,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Madau_Langer_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_FurlSingle to Neijssel_pess_Madau_Langer_FurlSingle,Ma (2004) MZ,Langer (2006) MZ,158.56,563.44,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_FurlSingle to Neijssel_pess_Madau_LangerOff_FurlSingle,Ma (2004) MZ,Langer (2006) + offset MZ,158.56,151.84,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_pess_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_Langer_FurlSingle to Neijssel_pess_Madau_LangerOff_FurlSingle,Langer (2006) MZ,Langer (2006) + offset MZ,563.44,151.84,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_pess_Madau_Langer_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_FurlDouble to Neijssel_pess_Madau_Langer_FurlDouble,Ma (2004) MZ,Langer (2006) MZ,174.71,589.13,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_pess_Madau_LangerOff_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_FurlDouble to Neijssel_pess_Madau_LangerOff_FurlDouble,Ma (2004) MZ,Langer (2006) + offset MZ,174.71,167.64,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlDouble,Neijssel_pess_Madau_LangerOff_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_Langer_FurlDouble to Neijssel_pess_Madau_LangerOff_FurlDouble,Langer (2006) MZ,Langer (2006) + offset MZ,589.13,167.64,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_pess_Strolger_Langer_Panter,star formation history,SFRD_model,Neijssel_pess_Strolger_Ma_Panter to Neijssel_pess_Strolger_Langer_Panter,Ma (2004) MZ,Langer (2006) MZ,101.98,574.91,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_pess_Strolger_LangerOff_Panter,star formation history,SFRD_model,Neijssel_pess_Strolger_Ma_Panter to Neijssel_pess_Strolger_LangerOff_Panter,Ma (2004) MZ,Langer (2006) + offset MZ,101.98,132.55,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_Panter,Neijssel_pess_Strolger_LangerOff_Panter,star formation history,SFRD_model,Neijssel_pess_Strolger_Langer_Panter to Neijssel_pess_Strolger_LangerOff_Panter,Langer (2006) MZ,Langer (2006) + offset MZ,574.91,132.55,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_pess_Strolger_Langer_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Strolger_Ma_FurlSingle to Neijssel_pess_Strolger_Langer_FurlSingle,Ma (2004) MZ,Langer (2006) MZ,255.46,688.91,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Strolger_Ma_FurlSingle to Neijssel_pess_Strolger_LangerOff_FurlSingle,Ma (2004) MZ,Langer (2006) + offset MZ,255.46,259.14,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Strolger_Langer_FurlSingle to Neijssel_pess_Strolger_LangerOff_FurlSingle,Langer (2006) MZ,Langer (2006) + offset MZ,688.91,259.14,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlDouble,Neijssel_pess_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Strolger_Ma_FurlDouble to Neijssel_pess_Strolger_Langer_FurlDouble,Ma (2004) MZ,Langer (2006) MZ,271.91,714.15,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlDouble,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Strolger_Ma_FurlDouble to Neijssel_pess_Strolger_LangerOff_FurlDouble,Ma (2004) MZ,Langer (2006) + offset MZ,271.91,276.57,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlDouble,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Strolger_Langer_FurlDouble to Neijssel_pess_Strolger_LangerOff_FurlDouble,Langer (2006) MZ,Langer (2006) + offset MZ,714.15,276.57,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_Ma_FurlSingle,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_Panter to Neijssel_pess_Madau_Ma_FurlSingle,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,63.07,158.56,7,BH-BH
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_Ma_FurlDouble,star formation history,SFRD_model,Neijssel_pess_Madau_Ma_Panter to Neijssel_pess_Madau_Ma_FurlDouble,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,63.07,174.71,7,BH-BH
